audit_id,gen1_s,verdict1,n_hints,gen2_s,verdict2,final,unknown_tables_1,unknown_columns_1,unknown_tables_2,unknown_columns_2,sql2,question
362,22.6,FAIL,5,35.1,FAIL,FAIL_BOTH,,StudentMarkDetails.Subject_ID; StudentMarkMaster.TermName; UserAccountRoleDetails.Branch_Id,,StudentMarkDetails.IsDeleted; StudentMarkDetails.SubjectName,"SELECT secm.Name AS SectionName, CAST(AVG(smd.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM StudentMarkDetails smd JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID JOIN ClassMaster c ON smm.ClassID = c.ID JOIN SectionMaster secm ON smm.SectionID = secm.ID WHERE (smd.IsDeleted IS NULL OR smd.IsDeleted = 0) AND smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND smd.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND c.Name = 'Class 10' AND smd.SubjectName = 'Science' GROUP BY secm.Name ORDER BY AvgMarks DESC",which section performed better in science 10A or 10B
361,22.4,FAIL,5,31.7,FAIL,FAIL_BOTH,,StudentMarkDetails.Subject_ID; Subject_Master.StreamName; UserAccountRoleDetails.Branch_Id,,ExamConfigurationEvaluationDetails.SubjectID; StudentMarkDetails.ClassID; StudentMarkDetails.IsDeleted; Subject_Master.StreamName,"SELECT CAST(AVG(smd.Marks) AS DECIMAL(5,2)) AS AvgMarks, MAX(smd.Marks) AS Highest, MIN(smd.Marks) AS Lowest FROM StudentMarkDetails smd INNER JOIN ExamConfigurationEvaluationDetails eced ON smd.EvalHierID = eced.ID INNER JOIN Subject_Master sub ON eced.SubjectID = sub.Id INNER JOIN ClassMaster cm ON smd.ClassID = cm.ID WHERE (smd.IsDeleted = 0 OR smd.IsDeleted IS NULL) AND smd.Others NOT IN ('AB', 'NA', 'NT', 'OP') AND sub.StreamName = 'Science' AND cm.Name = 'Class 12' AND smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId)",result analysis of class 12 science stream
355,16.3,FAIL,3,29.0,FAIL,FAIL_BOTH,,StudentMarkMaster.Marks; StudentMarkMaster.Others; StudentMarkMaster.StudentID,,StudentMarkMaster.MinMark,"SELECT COUNT(DISTINCT sad.StudentID) AS FailedStudents FROM StudentAcademicDetail sad JOIN ClassMaster cm ON sad.ClassID = cm.ID WHERE sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) AND cm.Name = 'Class 8' AND sad.IsActive = 1 AND EXISTS (SELECT 1 FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID WHERE smd.StudentID = sad.StudentID AND smd.Marks < smm.MinMark AND (smd.Others IS NULL OR smd.Others NOT IN ('AB', 'NA', 'NT')) AND smm.Deleted = 0)",how many students failed in any subject class 8
350,14.0,FAIL,3,23.6,PASS,PASS_RETRY,,FeesCollection_Details.Branch_ID; FeesCollection_Details.WriteOff_Amt,,,"SELECT SUM(fc.Receipt_Amt) AS TotalReceipts, COUNT(DISTINCT fc.Student_ID) AS StudentCount FROM FeesCollection fc WHERE fc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND fc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND (fc.IsDeleted = 0 OR fc.IsDeleted IS NULL) AND fc.ChequeStatus_ID NOT IN (3, 4)",how much money in fees we wrote off as bad debt
347,18.2,FAIL,2,23.0,FAIL,FAIL_BOTH,,FeesCollection_Details.Amount,,FeesCollection.Branch_Id; FeesCollection_Details.Part_Id,"SELECT SUM(fcd.Fees_Amount) AS TotalSecondInstallment FROM FeesCollection fc JOIN FeesCollection_Details fcd ON fcd.Fees_Collection_ID = fc.Id WHERE fcd.Part_Id = 2 AND DATEPART(MONTH, fc.Bill_Date) = DATEPART(MONTH, GETDATE()) AND DATEPART(YEAR, fc.Bill_Date) = DATEPART(YEAR, GETDATE()) AND (fc.IsDeleted IS NULL OR fc.IsDeleted = 0) AND fc.ChequeStatus_ID NOT IN (3, 4) AND fc.Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserId = @UserId)",how much second installment is due this month total
346,23.3,FAIL,1,18.8,PASS,PASS_RETRY,,Student_Master.ConcessionCategory_ID,,,"SELECT cm.Name AS CategoryName, COUNT(DISTINCT sad.StudentID) AS StudentCount FROM StudentAcademicDetail sad JOIN Student_Master sm ON sad.StudentID = sm.ID JOIN ClassMaster cm ON sad.ClassID = cm.ID WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) GROUP BY cm.Name ORDER BY COUNT(DISTINCT sad.StudentID) DESC",fee concession category wise breakup staff sibling rte merit
342,16.2,FAIL,5,25.5,FAIL,FAIL_BOTH,,FeesCollection_Details.ReminderNo; UserAccountRoleDetails.Branch_Id,,FeesCollection_Details.ReminderNo,"SELECT COUNT(DISTINCT fc.Student_ID) AS StudentsPaidAfterReminder FROM FeesCollection_Details fcd JOIN FeesCollection fc ON fcd.Fees_Collection_ID = fc.Id JOIN StudentAcademicDetail sad ON fc.Student_ID = sad.StudentID AND fc.AcademicYearID = sad.AcademicYearID WHERE fcd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND fc.ChequeStatus_ID IN (1, 2) AND (fc.IsDeleted = 0 OR fc.IsDeleted IS NULL) AND sad.IsActive = 1 AND fcd.ReminderNo > 0",how many reminders sent and how many paid after that
333,12.5,FAIL,2,17.8,FAIL,FAIL_BOTH,,StudentAcademicDetail.RemainingSecurityDeposit; StudentAcademicDetail.SecurityDepositAmount,,Student_Master.RemainingSecurityDeposit; Student_Master.SecurityDepositAmount,"SELECT SUM(sm.SecurityDepositAmount) AS TotalCollected, SUM(sm.RemainingSecurityDeposit) AS TotalRefundable FROM StudentAcademicDetail sad JOIN Student_Master sm ON sad.StudentID = sm.ID WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId))",total security deposit collected and refundable
316,22.8,FAIL,2,30.6,FAIL,FAIL_BOTH,,BusFeeStrucure.Concession_Amt; BusFeeStrucure.IsDonation; BusFeeStrucure.IsIncludedInLumpSum; UserAccountRoleDetails.Branch_Id,,BusFeeStrucure.Concession_Amt; BusFeeStrucure.IsDonation; BusFeeStrucure.IsIncludedInLumpSum; BusFeeStrucure.Lien_Amount; BusFeeStrucure.Paid_Amt,"SELECT bfs.Route_ID, SUM(bfs.Amount - ISNULL(bfs.Concession_Amt, 0) - ISNULL(bfs.Paid_Amt, 0) - ISNULL(bfs.Lien_Amount, 0)) AS Outstanding FROM BusFeeStrucure bfs WHERE bfs.IsIncludedInLumpSum <> 1 AND bfs.IsDonation = 0 AND bfs.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND bfs.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId)) GROUP BY bfs.Route_ID ORDER BY Outstanding DESC",how much transport fee pending route wise
315,28.2,FAIL,5,28.1,FAIL,FAIL_BOTH,,UserAccountRoleDetails.Branch_Id,,FeesCollection_Details.IsDeleted,"SELECT fc.Bill_No, fc.Bill_Date, sm.FirstName + ' ' + sm.LastName AS StudentName, fcd.Fees_Head_ID, fm.Name AS FeeType_Name, ISNULL(fcd.Concession_Amount, 0) AS ConcessionAmount FROM FeesCollection_Details fcd JOIN FeesCollection fc ON fcd.Fees_Collection_ID = fc.Id JOIN Fees_Master fm ON fcd.Fees_Head_ID = fm.ID JOIN Student_Master sm ON fc.Student_ID = sm.ID WHERE fcd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND fcd.IsDeleted = 0 AND ISNULL(fcd.Concession_Amount, 0) > 0 ORDER BY ConcessionAmount DESC",any concession given without approval? i want to check
300,25.4,FAIL,5,31.0,FAIL,FAIL_BOTH,,FeesCollection_Details.Student_ID; FeesInformationStudentDetail.Fees_Collection_ID; UserAccountRoleDetails.Branch_Id,,FeesCollection_Details.IsDonation; FeesCollection_Details.IsIncludedInLumpSum; FeesCollection_Details.Student_ID,"SELECT COUNT(DISTINCT fcd.Student_ID) AS SiblingDiscountStudents, SUM(fcd.Paid_Amt) AS TotalAmount FROM FeesCollection_Details fcd JOIN FeesCollection fc ON fcd.Fees_Collection_ID = fc.Id WHERE fcd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND fc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND fcd.IsIncludedInLumpSum <> 1 AND fcd.IsDonation = 0 AND fc.Bill_Date >= DATEADD(MONTH, -6, GETDATE())",how many siblings getting sibling discount and total amount
299,10.5,FAIL,2,12.8,PASS,PASS_RETRY,,FeesCollection_Details.Branch_ID,,,SELECT SUM(fcd.Concession_Amount) AS rte_concession FROM FeesCollection_Details fcd JOIN Fees_Master fm ON fcd.Fees_Head_ID = fm.ID WHERE fm.Name LIKE '%RTE%' AND fcd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId),total fees waived off due to rte
292,10.4,FAIL,0,11.0,FAIL,FAIL_BOTH,,StudentAcademicDetail.InstallmentPlanName,,StudentAcademicDetail.InstallmentPlanName,SELECT COUNT(DISTINCT sad.StudentID) AS InstallmentStudents FROM StudentAcademicDetail sad WHERE sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) AND sad.InstallmentPlanName IS NOT NULL,how many students on installment plan currently
291,18.5,FAIL,2,21.2,PASS,PASS_RETRY,,Fees_Master.IsTransportFee; UserAccountRoleDetails.Branch_Id,,,"SELECT SUM(fcd.Paid_Amt) AS TuitionFeeCollection FROM FeesCollection fc JOIN FeesCollection_Details fcd ON fcd.Fees_Collection_ID = fc.Id JOIN Fees_Master fm ON fcd.Fees_Head_ID = fm.ID WHERE (fc.IsDeleted IS NULL OR fc.IsDeleted = 0) AND fc.ChequeStatus_ID IN (1, 2) AND fm.Name LIKE '%Tuition%' AND fc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId)",total tuition fee collection excluding transport
289,16.5,FAIL,2,17.9,FAIL,FAIL_BOTH,,FeesCollection.Gross_Amount; FeesCollection.Total_Amt; UserAccountRoleDetails.Branch_Id,,FeesCollection.Gross_Amount; FeesCollection.NetPay,"SELECT SUM(fc.Gross_Amount - fc.NetPay) AS TotalDiscount FROM FeesCollection fc WHERE fc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND RoleID = 1) AND fc.IsDeleted = 0 AND fc.Bill_Date >= DATEADD(YEAR, DATEDIFF(YEAR, 0, GETDATE()), 0)","how much discount we have given in total, is it too much?"
286,16.9,FAIL,4,25.7,FAIL,FAIL_BOTH,,UserAccountRoleDetails.Branch_Id,,FeesCollection.FeesType_Name; FeesCollection.Role_ID,"SELECT ISNULL(SUM(fc.Receipt_Amt), 0) AS AdmissionFeeCollected FROM FeesCollection fc WHERE fc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND Role_ID IN (1, 2)) AND fc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND Role_ID IN (1, 2))) AND fc.FeesType_Name LIKE '%Admission%' AND (fc.IsDeleted IS NULL OR fc.IsDeleted = 0) AND fc.ChequeStatus_ID NOT IN (3, 4)",how much admission fee collected for new admissions this year
278,23.0,FAIL,5,33.4,FAIL,FAIL_BOTH,,FeesCollection_Details.ExtraCharges; UserAccountRoleDetails.Branch_Id,,FeesCollection_Details.IsDonation; FeesCollection_Details.IsIncludedInLumpsum,"SELECT fc.Bill_No, sm.FirstName + ' ' + sm.LastName AS StudentName, fcd.Fees_Head_ID, SUM(fcd.Paid_Amt) AS TotalPaid, SUM(fcd.Concession_Amount) AS TotalConcession FROM FeesCollection_Details fcd JOIN FeesCollection fc ON fcd.Fees_Collection_ID = fc.Id JOIN Student_Master sm ON fc.Student_ID = sm.ID WHERE fcd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND fcd.IsIncludedInLumpsum <> 1 AND fcd.IsDonation = 0 AND fcd.Paid_Amt > 0 GROUP BY fc.Bill_No, sm.FirstName + ' ' + sm.LastName, fcd.Fees_Head_ID HAVING SUM(fcd.Paid_Amt) - ISNULL(SUM(fcd.Concession_Amount), 0) > 0 ORDER BY TotalPaid DESC","is there any student paid extra by mistake, refund pending?"
277,9.8,FAIL,1,14.0,FAIL,FAIL_BOTH,,StudentAcademicDetail.Scholarship_Amount,,StudentAcademicDetail.Scholarship_Amount,SELECT SUM(sad.Scholarship_Amount) AS TotalScholarship FROM StudentAcademicDetail sad JOIN Branch_Academic_Details bad ON sad.AcademicYearID = bad.Id WHERE GETDATE() BETWEEN bad.Start_Date AND bad.End_Date AND bad.Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId),how much scholarship amount we given this year
