audit_id,gen_s,finish_reason,verdict,unknown_tables,unknown_columns,issues,sql,question
460,15.4,stop,FAIL,,EmployeeMaster.ContractExpiryDate,[unknown_column] Column 'ContractExpiryDate' does not exist on table 'EmployeeMaster' (referenced as 'em.ContractExpiryDate'). | [unknown_column] Column 'ContractExpiryDate' does not exist on table 'EmployeeMaster' (referenced as 'em.ContractExpiryDate'). | [unknown_column] Column 'ContractExpiryDate' does not exist on table 'EmployeeMaster' (referenced as 'em.ContractExpiryDate').,"SELECT sm.Staff_FirstName + ' ' + sm.Staff_LastName AS StaffName, sm.Staff_ID, em.ContractExpiryDate FROM EmployeeMaster em INNER JOIN Staff_Master sm ON em.StaffID = sm.Staff_ID WHERE em.IsHold <> 1 AND (em.IsDeleted IS NULL OR em.IsDeleted = 0) AND sm.StaffStatus_ID = 1 AND em.ContractExpiryDate BETWEEN GETDATE() AND DATEADD(MONTH, 1, GETDATE()) ORDER BY em.ContractExpiryDate",staff whose contract expiring soon
457,7.9,stop,FAIL,,Staff_Master.Gender; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Gender' does not exist on table 'Staff_Master' (referenced as 'sm.Gender'). | [unknown_column] Column 'Gender' does not exist on table 'Staff_Master' (referenced as 'sm.Gender'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT sm.Gender, COUNT(*) AS StaffCount FROM Staff_Master sm WHERE sm.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND (sm.IsDeleted IS NULL OR sm.IsDeleted = 0) GROUP BY sm.Gender",how many female vs male staff
452,10.3,stop,FAIL,,UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,SELECT sm.Staff_FirstName + ' ' + sm.Staff_LastName AS TeacherName FROM Staff_Master sm WHERE (sm.Qualification IS NULL OR sm.Qualification = '') AND sm.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND sm.IsDeleted = 0 AND sm.StaffStatus_ID = 1,teachers without any qualification updated in system
438,10.8,stop,FAIL,,StudentAttendance.InformedStudent; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'InformedStudent' does not exist on table 'StudentAttendance' (referenced as 'sa.InformedStudent'). | [unknown_column] Column 'InformedStudent' does not exist on table 'StudentAttendance' (referenced as 'sa.InformedStudent'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,SELECT COUNT(*) AS AbsentWithoutInfo FROM StudentAttendance sa WHERE CAST(sa.Attendance_Date AS DATE) = CAST(GETDATE() AS DATE) AND sa.Attendance_Status_ID = 2 AND (sa.InformedStudent IS NULL OR sa.InformedStudent = 0) AND sa.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId),how many students absent without informing today
432,27.3,stop,FAIL,,StudentAttendance.Staff_ID; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Staff_ID' does not exist on table 'StudentAttendance' (referenced as 'sa.Staff_ID'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT sm.Staff_FirstName + ' ' + sm.Staff_LastName AS TeacherName, COUNT(*) AS DaysNotMarked FROM (SELECT sa.Attendance_Date, sa.Staff_ID FROM StudentAttendance sa WHERE sa.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND MONTH(sa.Attendance_Date) = MONTH(GETDATE()) AND YEAR(sa.Attendance_Date) = YEAR(GETDATE())) AS t1 FULL OUTER JOIN (SELECT DISTINCT Attendance_Date, Staff_ID FROM StudentAttendance WHERE BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)) AS t2 ON t1.Staff_ID = t2.Staff_ID AND t1.Attendance_Date = t2.Attendance_Date LEFT JOIN Staff_Master sm ON t2.Staff_ID = sm.Staff_ID WHERE t1.Staff_ID IS NULL GROUP BY sm.Staff_FirstName + ' ' + sm.Staff_LastName ORDER BY DaysNotMarked DESC",which teacher not marking attendance regularly
426,20.4,stop,FAIL,,StudentAttendance.InTime; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'InTime' does not exist on table 'StudentAttendance' (referenced as 'sa.InTime'). | [unknown_column] Column 'InTime' does not exist on table 'StudentAttendance' (referenced as 'sa.InTime'). | [unknown_column] Column 'InTime' does not exist on table 'StudentAttendance' (referenced as 'sa.InTime'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT sm.AdmissionNo, ISNULL(sm.FirstName, '') + ' ' + ISNULL(sm.MiddleName, '') + ' ' + ISNULL(sm.LastName, '') AS StudentName, cm.Name AS ClassName, secm.Name AS SectionName, sa.InTime FROM StudentAttendance sa JOIN Student_Master sm ON sa.Student_ID = sm.ID JOIN ClassMaster cm ON sa.Class_ID = cm.ID JOIN SectionMaster secm ON sa.Section_ID = secm.ID WHERE CAST(sa.Attendance_Date AS DATE) = CAST(GETDATE() AS DATE) AND sa.InTime > '09:00' AND sa.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) ORDER BY sa.InTime DESC",students who came late today
412,24.4,stop,FAIL,,StudentMarkDetails.MarksDate; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'MarksDate' does not exist on table 'StudentMarkDetails' (referenced as 'smd.MarksDate'). | [unknown_column] Column 'MarksDate' does not exist on table 'StudentMarkDetails' (referenced as 'smd.MarksDate'). | [unknown_column] Column 'MarksDate' does not exist on table 'StudentMarkDetails' (referenced as 'smd.MarksDate'). | [unknown_column] Column 'MarksDate' does not exist on table 'StudentMarkDetails' (referenced as 'smd.MarksDate'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT MONTH(smd.MarksDate) AS MonthNo, DATENAME(MONTH, smd.MarksDate) AS MonthName, CAST(AVG(smd.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID INNER JOIN ClassMaster c ON smm.ClassID = c.ID WHERE smd.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND smd.Deleted = 0 AND (smd.Others IS NULL OR smd.Others NOT IN ('AB', 'NT')) AND smm.Deleted = 0 AND c.Name = 'Class 8' GROUP BY MONTH(smd.MarksDate), DATENAME(MONTH, smd.MarksDate) ORDER BY MonthNo",average marks trend for class 8 whole year
410,14.6,stop,FAIL,,ProgressCardDataRetrieval.ClassName; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'ClassName' does not exist on table 'ProgressCardDataRetrieval' (referenced as 'pc.ClassName'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT CASE WHEN SUM(CASE WHEN pc.SubjectName = 'Physics' THEN pc.Marks END) > 0 THEN 'Science' END AS Stream, CAST(AVG(pc.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM ProgressCardDataRetrieval pc WHERE pc.ClassName = 'Class 11' AND (pc.IsDeleted IS NULL OR pc.IsDeleted = 0) AND pc.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)",which stream science commerce arts best result class 11
408,28.1,stop,FAIL,,StudentMarkDetails.Subject_ID; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Subject_ID' does not exist on table 'StudentMarkDetails' (referenced as 'smd.Subject_ID'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT cm.Name AS ClassName, sub.Name AS SubjectName, smd.StudentID, stm.AdmissionNo, ISNULL(stm.FirstName,'') + ' ' + ISNULL(stm.LastName,'') AS StudentName, SUM(smd.Marks) AS TotalMarks FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID INNER JOIN ClassMaster cm ON smm.ClassID = cm.ID INNER JOIN Subject_Master sub ON smd.Subject_ID = sub.Id INNER JOIN Student_Master stm ON smd.StudentID = stm.ID WHERE smd.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND smd.Deleted = 0 AND (smd.Others IS NULL OR NOT smd.Others IN ('AB', 'NT')) AND cm.Name = 'Class 12' GROUP BY cm.Name, sub.Name, smd.StudentID, stm.AdmissionNo, stm.FirstName, stm.LastName ORDER BY TotalMarks DESC",top 3 students in each subject class 12
406,19.3,stop,FAIL,,UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT et.Name AS ExamType, CAST(AVG(smd.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID INNER JOIN ExamTypeMaster et ON smm.ExamTypeID = et.ID WHERE smd.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND smd.Deleted = 0 AND (smd.Others IS NULL OR NOT smd.Others IN ('AB', 'NT')) AND smm.Deleted = 0 AND et.IsDeleted = 0 GROUP BY et.Name ORDER BY AvgMarks DESC",performance of RTE students in exams overall
404,15.7,stop,FAIL,,ProgressCardDataRetrieval.TeacherID; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'TeacherID' does not exist on table 'ProgressCardDataRetrieval' (referenced as 'pc.TeacherID'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT sm.Staff_FirstName + ' ' + sm.Staff_LastName AS TeacherName, COUNT(DISTINCT pc.StudentID) AS PendingStudents FROM ProgressCardDataRetrieval pc INNER JOIN Staff_Master sm ON pc.TeacherID = sm.Staff_ID WHERE (pc.Marks IS NULL OR pc.Marks = '') AND pc.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND pc.SubjectTypeID = 1 GROUP BY sm.Staff_FirstName, sm.Staff_LastName ORDER BY PendingStudents DESC",marks entry pending teacher wise show me
390,13.7,stop,FAIL,ExamProgressCardDataRetrieval,UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'ExamProgressCardDataRetrieval' does not exist in the schema. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,SELECT COUNT(*) AS UnmarkedPapers FROM ExamProgressCardDataRetrieval pc WHERE (pc.Marks IS NULL OR pc.Marks = '') AND pc.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND pc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)),how many exam papers still not evaluated
388,23.7,stop,FAIL,,UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT SUM(CASE WHEN pc.SubjectName = 'Mathematics' THEN pc.Marks ELSE 0 END) AS CommerceMaths, SUM(CASE WHEN pc.SubjectName = 'Physics' THEN pc.Marks ELSE 0 END) AS SciencePhysics FROM ProgressCardDataRetrieval pc INNER JOIN ClassMaster cm ON pc.ClassID = cm.ID WHERE cm.Name IN ('Class 11 Commerce', 'Class 11 Science') AND pc.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND pc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND (pc.IsDeleted = 0 OR pc.IsDeleted IS NULL)",class 11 commerce vs science average marks
382,43.7,stop,FAIL,,StudentMarkMaster.TermID; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'TermID' does not exist on table 'StudentMarkMaster' (referenced as 'smm.TermID'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT cm.Name AS ClassName, secm.Name AS SectionName, etm.Name AS TermName FROM ClassMaster cm JOIN SectionMaster secm ON NOT EXISTS (SELECT 1 FROM StudentMarkMaster smm WHERE smm.ClassID = cm.ID AND smm.SectionID = secm.ID) JOIN ExamTermMaster etm ON NOT EXISTS (SELECT 1 FROM StudentMarkMaster smm WHERE smm.ClassID = cm.ID AND smm.TermID = etm.ID) WHERE cm.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND cm.IsDeleted = 0",result not entered for which classes yet?
377,13.1,stop,FAIL,,StudentMarkDetails.IsRepeating; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'IsRepeating' does not exist on table 'StudentMarkDetails' (referenced as 'smd.IsRepeating'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT COUNT(DISTINCT smd.StudentID) AS ReappearingStudents FROM StudentMarkDetails smd INNER JOIN ExamConfigurationEvaluationDetails eced ON smd.EvalHierID = eced.ID WHERE smd.IsRepeating = 1 AND (smd.Others IS NULL OR smd.Others NOT IN ('AB', 'NT')) AND smd.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)",how many reappear or supplementary cases this exam
376,29.8,stop,FAIL,,StudentAcademicDetail.AttendancePercent; StudentMarkDetails.SubjectID; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'AttendancePercent' does not exist on table 'StudentAcademicDetail' (referenced as 'sad.AttendancePercent'). | [unknown_column] Column 'SubjectID' does not exist on table 'StudentMarkDetails' (referenced as 'smd.SubjectID'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT CASE WHEN smd.Marks >= pc.MinMark THEN 'Topper' ELSE 'Failure' END AS Category, CAST(AVG(sad.AttendancePercent) * 100 AS DECIMAL(5,2)) AS AvgAttendance FROM StudentAcademicDetail sad JOIN ProgressCardDataRetrieval pc ON sad.StudentID = pc.StudentID AND pc.IsDeleted = 0 JOIN StudentMarkDetails smd ON pc.StudentID = smd.StudentID AND pc.SubjectID = smd.SubjectID WHERE pc.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND pc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND (pc.IsDeleted = 0 OR pc.IsDeleted IS NULL) AND smd.Marks >= 0 GROUP BY CASE WHEN smd.Marks >= pc.MinMark THEN 'Topper' ELSE 'Failure' END",average attendance of toppers vs failures any pattern?
375,16.5,stop,FAIL,,StudentMarkDetails.SubjectEvaluationDetails; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'SubjectEvaluationDetails' does not exist on table 'StudentMarkDetails' (referenced as 'smd.SubjectEvaluationDetails'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT smd.StudentID, stm.AdmissionNo, ISNULL(stm.FirstName,'') + ' ' + ISNULL(stm.LastName,'') AS StudentName, smd.Marks FROM StudentMarkDetails smd INNER JOIN Student_Master stm ON smd.StudentID = stm.ID WHERE smd.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND smd.Deleted = 0 AND smd.SubjectEvaluationDetails->>'SubjectName' LIKE '%Science%' AND smd.Marks < 33 ORDER BY smd.Marks ASC",students scoring less than 33 in science
374,28.0,stop,FAIL,,StudentMarkDetails.Student_ID; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Student_ID' does not exist on table 'StudentMarkDetails' (referenced as 'smd.Student_ID'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT COUNT(DISTINCT sad.StudentID) AS TotalStudents, CAST(AVG(smd.Marks) AS DECIMAL(5,2)) AS AvgMarks, MAX(smd.Marks) AS HighestMarks, MIN(smd.Marks) AS LowestMarks FROM StudentMarkDetails smd JOIN StudentAcademicDetail sad ON smd.Student_ID = sad.StudentID JOIN ClassMaster cm ON sad.ClassID = cm.ID WHERE smd.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId AND IsDeleted = 0) AND smd.Deleted = 0 AND (smd.Others IS NULL OR NOT smd.Others IN ('AB', 'NT')) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId AND IsDeleted = 0)) AND cm.Name = 'Class 6'",class 6 result summary quick
371,15.4,stop,FAIL,,ProgressCardDataRetrieval.StaffName; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'StaffName' does not exist on table 'ProgressCardDataRetrieval' (referenced as 'pc.StaffName'). | [unknown_column] Column 'StaffName' does not exist on table 'ProgressCardDataRetrieval' (referenced as 'pc.StaffName'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT TOP 1 pc.SubjectName AS SubjectName, pc.StaffName AS TeacherName, CAST(AVG(pc.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM ProgressCardDataRetrieval pc WHERE pc.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId AND IsDeleted = 0) AND pc.SubjectTypeID = 1 AND pc.EvaluationTypeID = 2 AND pc.ParentSubjectID IS NULL GROUP BY pc.SubjectName, pc.StaffName ORDER BY AvgMarks DESC",which teacher's class scored best in her subject
365,16.9,stop,PASS,,,,"SELECT COUNT(DISTINCT sad.StudentID) AS AbsentCount FROM StudentAcademicDetail sad JOIN Student_Master sm ON sad.StudentID = sm.ID JOIN ClassMaster cm ON sad.ClassID = cm.ID WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) AND cm.Name LIKE '%Unit%' AND sm.AdmissionDate < DATEADD(MONTH, -1, GETDATE())",how many absent in the last unit test
362,25.0,stop,FAIL,,StudentMarkDetails.Subject_ID; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Subject_ID' does not exist on table 'StudentMarkDetails' (referenced as 'smd.Subject_ID'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT secm.Name AS SectionName, CAST(AVG(smd.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID INNER JOIN Subject_Master sub ON smd.Subject_ID = sub.Id INNER JOIN ClassMaster cm ON smm.ClassID = cm.ID INNER JOIN SectionMaster secm ON smm.SectionID = secm.ID WHERE smd.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND smd.Deleted = 0 AND (smd.Others IS NULL OR NOT smd.Others IN ('AB', 'NT')) AND sub.Name = 'Science' AND cm.Name = 'Class 10' AND secm.Name IN ('A', 'B') GROUP BY secm.Name ORDER BY AvgMarks DESC",which section performed better in science 10A or 10B
361,21.5,stop,FAIL,,StudentMarkDetails.Subject_ID; Subject_Master.SubjectTypeID; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Subject_ID' does not exist on table 'StudentMarkDetails' (referenced as 'smd.Subject_ID'). | [unknown_column] Column 'SubjectTypeID' does not exist on table 'Subject_Master' (referenced as 'sub.SubjectTypeID'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT sub.Name AS SubjectName, CAST(AVG(smd.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID INNER JOIN Subject_Master sub ON smd.Subject_ID = sub.Id INNER JOIN ClassMaster cm ON smm.ClassID = cm.ID WHERE smd.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND smd.Deleted = 0 AND (smd.Others IS NULL OR NOT smd.Others IN ('AB', 'NT', 'NA')) AND sub.SubjectTypeID = 2 AND cm.Name = 'Class 12' GROUP BY sub.Name ORDER BY AvgMarks DESC",result analysis of class 12 science stream
355,16.3,stop,FAIL,,StudentMarkMaster.Marks; StudentMarkMaster.Others; StudentMarkMaster.StudentID,[unknown_column] Column 'StudentID' does not exist on table 'StudentMarkMaster' (referenced as 'smm.StudentID'). | [unknown_column] Column 'Marks' does not exist on table 'StudentMarkMaster' (referenced as 'smm.Marks'). | [unknown_column] Column 'Others' does not exist on table 'StudentMarkMaster' (referenced as 'smm.Others'). | [unknown_column] Column 'Others' does not exist on table 'StudentMarkMaster' (referenced as 'smm.Others').,"SELECT COUNT(DISTINCT sad.StudentID) AS FailedStudents FROM StudentMarkMaster smm INNER JOIN StudentAcademicDetail sad ON smm.StudentID = sad.StudentID AND smm.ClassID = 8 WHERE smm.Marks < 50 AND (smm.Others IS NULL OR smm.Others NOT IN ('AB', 'NT')) AND smm.Deleted = 0 AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId))",how many students failed in any subject class 8
350,14.0,stop,FAIL,,FeesCollection_Details.Branch_ID; FeesCollection_Details.WriteOff_Amt,[unknown_column] Column 'WriteOff_Amt' does not exist on table 'FeesCollection_Details' (referenced as 'fcd.WriteOff_Amt'). | [unknown_column] Column 'Branch_ID' does not exist on table 'FeesCollection_Details' (referenced as 'fcd.Branch_ID'). | [unknown_column] Column 'WriteOff_Amt' does not exist on table 'FeesCollection_Details' (referenced as 'fcd.WriteOff_Amt').,SELECT SUM(fcd.WriteOff_Amt) AS TotalWriteOff FROM FeesCollection_Details fcd WHERE fcd.Branch_ID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND fcd.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND fcd.WriteOff_Amt > 0,how much money in fees we wrote off as bad debt
347,16.1,stop,FAIL,,FeesCollection_Details.Amount; FeesCollection_Details.Part_No,[unknown_column] Column 'Amount' does not exist on table 'FeesCollection_Details' (referenced as 'fcd.Amount'). | [unknown_column] Column 'Part_No' does not exist on table 'FeesCollection_Details' (referenced as 'fcd.Part_No').,"SELECT SUM(fcd.Amount) AS SecondInstallmentDue FROM FeesCollection_Details fcd WHERE fcd.Fees_Collection_ID IN (SELECT fc.Id FROM FeesCollection fc WHERE DATEPART(MONTH, fc.Bill_Date) = DATEPART(MONTH, GETDATE()) AND DATEPART(YEAR, fc.Bill_Date) = DATEPART(YEAR, GETDATE()) AND (fc.IsDeleted IS NULL OR fc.IsDeleted = 0) AND fc.ChequeStatus_ID IN (1, 2)) AND fcd.Part_No = 'B'",how much second installment is due this month total
346,23.3,stop,FAIL,,Student_Master.ConcessionCategory_ID,[unknown_column] Column 'ConcessionCategory_ID' does not exist on table 'Student_Master' (referenced as 'sm.ConcessionCategory_ID').,"SELECT ccm.Name AS Category, COUNT(DISTINCT sad.StudentID) AS StudentCount FROM StudentAcademicDetail sad JOIN Student_Master sm ON sad.StudentID = sm.ID JOIN ClassMaster cm ON sad.ClassID = cm.ID JOIN SectionMaster secm ON sad.SectionID = secm.ID JOIN Branch_Academic_Details bad ON sad.AcademicYearID = bad.Id JOIN Concession_Category_Master ccm ON ISNULL(sm.ConcessionCategory_ID, 0) = ccm.ID WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND GETDATE() BETWEEN bad.Start_Date AND bad.End_Date AND sm.StaffChild = 1 AND cm.Name IN ('RTE', 'MERIT') GROUP BY ccm.Name ORDER BY COUNT(DISTINCT sad.StudentID) DESC",fee concession category wise breakup staff sibling rte merit
342,15.0,stop,FAIL,,FeesCollection_Details.ReminderNo; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'ReminderNo' does not exist on table 'FeesCollection_Details' (referenced as 'fcd.ReminderNo'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT COUNT(DISTINCT fc.Student_ID) AS StudentsReminded, SUM(fc.Receipt_Amt) AS TotalAmountCollected FROM FeesCollection_Details fcd JOIN FeesCollection fc ON fcd.Fees_Collection_ID = fc.Id WHERE fcd.ReminderNo IS NOT NULL AND (fc.IsDeleted = 0 OR fc.IsDeleted IS NULL) AND fc.ChequeStatus_ID IN (1, 2) AND fc.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)",how many reminders sent and how many paid after that
333,12.5,stop,FAIL,,StudentAcademicDetail.RemainingSecurityDeposit; StudentAcademicDetail.SecurityDepositAmount,[unknown_column] Column 'SecurityDepositAmount' does not exist on table 'StudentAcademicDetail' (referenced as 'sad.SecurityDepositAmount'). | [unknown_column] Column 'RemainingSecurityDeposit' does not exist on table 'StudentAcademicDetail' (referenced as 'sad.RemainingSecurityDeposit').,"SELECT SUM(sad.SecurityDepositAmount) AS TotalCollected, SUM(sad.RemainingSecurityDeposit) AS TotalRefundable FROM StudentAcademicDetail sad WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (<scoping>))",total security deposit collected and refundable
